,year,epiweek,geo_code,hhs,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness
200,2017,39,GA,4,3.5,0.12,5.72,2.17,4.57,5.68,3.06,4.4,0.77,1.49,1.68,0.29,0.24,0.52
201,2017,40,GA,4,3.54,0.13,5.88,2.15,4.51,5.71,3.06,4.3,0.74,1.51,1.67,0.29,0.24,0.47
202,2017,41,GA,4,3.61,0.12,6.08,2.25,4.8,5.92,3.22,4.46,0.79,1.55,1.81,0.31,0.24,0.5
203,2017,42,GA,4,3.69,0.13,6.45,2.35,4.66,5.7,3.32,4.61,0.77,1.55,1.72,0.27,0.22,0.52
204,2017,43,GA,4,3.79,0.12,7.02,2.52,4.5,5.42,3.42,4.6,0.78,1.51,1.64,0.29,0.25,0.48
205,2017,44,GA,4,4.01,0.14,7.53,2.73,4.74,5.41,3.52,4.57,0.8,1.52,1.69,0.29,0.25,0.47
206,2017,45,GA,4,4.06,0.13,7.93,2.86,5.01,5.33,3.33,4.44,0.78,1.51,1.7,0.28,0.25,0.49
207,2017,46,GA,4,4.12,0.14,8.46,2.96,4.85,5.14,3.29,4.33,0.78,1.54,1.66,0.29,0.26,0.45
208,2017,47,GA,4,3.89,0.12,8.82,2.93,4.67,4.65,3.47,4.48,0.72,1.47,1.57,0.28,0.2,0.38
209,2017,48,GA,4,4.16,0.13,8.79,2.94,4.98,5.23,3.49,4.56,0.77,1.56,1.67,0.3,0.24,0.46
210,2017,49,GA,4,3.98,0.13,8.24,2.71,4.46,4.85,3.33,4.15,0.72,1.45,1.53,0.28,0.23,0.41
211,2017,50,GA,4,4.32,0.15,8.78,2.86,4.52,4.76,3.52,4.25,0.71,1.4,1.54,0.26,0.21,0.37
212,2017,51,GA,4,4.83,0.19,9.96,3.17,4.56,4.73,3.94,4.71,0.7,1.52,1.58,0.23,0.21,0.38
213,2017,52,GA,4,4.97,0.2,11.19,3.39,4.97,4.86,4.08,4.89,0.69,1.6,1.63,0.23,0.2,0.36
214,2017,34,HI,9,4.54,0.2,5.71,2.76,5.19,5.92,3.38,5.02,0.81,1.41,2.13,0.3,0.29,0.51
215,2017,35,HI,9,4.87,0.24,6.47,2.86,5.27,6.13,3.62,5.3,0.76,1.5,2.17,0.33,0.2,0.61
216,2017,36,HI,9,4.94,0.18,6.87,3.09,5.32,6.37,4.05,5.35,0.92,1.52,2.18,0.33,0.23,0.62
217,2017,37,HI,9,5.03,0.17,6.86,2.87,5.66,6.88,3.63,5.31,0.82,1.58,2.24,0.27,0.17,0.59
218,2017,38,HI,9,4.97,0.28,7.04,2.91,5.49,6.59,3.73,5.3,0.89,1.47,2.25,0.34,0.22,0.54
219,2017,39,HI,9,5.26,0.23,6.93,2.82,5.34,6.66,3.43,5.33,0.92,1.6,2.29,0.32,0.21,0.55
220,2017,40,HI,9,4.66,0.16,6.89,2.65,5.23,6.73,3.64,5.09,0.91,1.66,2.21,0.44,0.25,0.57
221,2017,41,HI,9,4.93,0.14,7.2,2.74,5.89,6.57,7.47,8.81,1.01,1.71,2.56,0.31,0.23,0.5
222,2017,42,HI,9,4.93,0.17,6.91,2.88,5.95,6.5,4.52,5.93,0.88,1.76,2.44,0.32,0.3,0.69
223,2017,43,HI,9,5.08,0.2,7.21,2.71,5.61,6.31,3.85,5.49,0.92,1.54,2.35,0.32,0.22,0.67
224,2017,44,HI,9,5.18,0.17,7.51,2.85,5.57,6.12,3.74,5.02,0.87,1.54,2.25,0.31,0.29,0.57
225,2017,45,HI,9,5.45,0.3,8.34,3.12,5.76,5.95,3.61,5.11,0.92,1.6,2.24,0.33,0.25,0.6
226,2017,46,HI,9,5.47,0.22,8.79,3.11,5.57,5.74,3.34,4.78,0.95,1.53,2.01,0.39,0.26,0.51
227,2017,47,HI,9,5.3,0.25,8.98,3.23,5.1,5.08,3.45,4.72,0.73,1.35,1.93,0.25,0.18,0.51
228,2017,48,HI,9,5.67,0.24,9.43,3.35,5.57,5.43,3.56,4.79,0.74,1.44,2.08,0.37,0.24,0.5
229,2017,49,HI,9,5.59,0.2,9.62,3.26,5.21,5.37,3.57,4.72,0.7,1.46,1.91,0.36,0.25,0.5
230,2017,50,HI,9,5.83,0.25,9.65,3.37,5.22,5.25,3.79,5.04,0.88,1.43,1.97,0.34,0.21,0.47
231,2017,51,HI,9,6.04,0.32,10.63,3.67,5.11,4.75,3.97,4.9,0.73,1.4,1.88,0.25,0.11,0.36
232,2017,52,HI,9,6.94,0.27,12.85,3.96,5.71,5.13,4.45,5.61,0.81,1.55,1.97,0.28,0.11,0.47
233,2017,34,ID,10,3.37,0.1,3.85,1.89,4.67,5.5,3.09,4.98,0.64,1.41,1.79,0.21,0.23,0.52
234,2017,35,ID,10,3.52,0.0,4.15,2.14,4.56,5.79,3.32,5.09,0.7,1.32,1.75,0.22,0.22,0.46
235,2017,36,ID,10,3.54,0.11,4.77,2.23,4.28,5.26,3.6,4.91,0.67,1.34,1.7,0.22,0.21,0.36
236,2017,37,ID,10,3.92,0.09,5.57,2.61,4.52,5.76,3.19,5.15,0.72,1.36,1.7,0.23,0.24,0.46
237,2017,38,ID,10,3.9,0.09,6.31,2.77,4.45,5.67,3.14,5.1,0.71,1.35,1.66,0.32,0.27,0.46
238,2017,39,ID,10,3.95,0.07,6.66,2.71,4.68,5.81,3.29,5.1,0.82,1.45,1.78,0.32,0.24,0.51
239,2017,40,ID,10,3.9,0.1,6.76,2.77,4.58,5.59,3.19,4.96,0.75,1.55,1.68,0.23,0.27,0.46
240,2017,41,ID,10,3.94,0.12,6.67,2.66,4.75,5.63,3.23,4.78,0.75,1.43,1.76,0.25,0.22,0.45
241,2017,42,ID,10,4.04,0.1,6.59,2.61,4.92,5.84,3.58,4.85,0.77,1.57,1.71,0.36,0.28,0.47
242,2017,43,ID,10,3.95,0.11,6.64,2.61,4.92,5.93,3.6,4.82,0.81,1.49,1.8,0.31,0.29,0.54
243,2017,44,ID,10,4.04,0.12,7.17,2.74,4.72,5.73,3.6,4.81,0.75,1.61,1.73,0.25,0.25,0.46
244,2017,45,ID,10,4.43,0.18,7.61,2.9,5.16,5.4,3.47,5.05,0.75,1.5,1.78,0.28,0.21,0.44
245,2017,46,ID,10,4.32,0.12,7.79,3.08,5.06,5.3,3.59,4.95,0.75,1.53,1.78,0.3,0.24,0.43
246,2017,47,ID,10,4.58,0.19,8.76,3.34,5.09,5.11,3.63,4.84,0.7,1.51,1.83,0.26,0.2,0.37
247,2017,48,ID,10,4.6,0.13,8.53,3.27,5.16,5.43,3.52,4.96,0.7,1.49,1.76,0.3,0.22,0.43
248,2017,49,ID,10,4.5,0.15,8.21,3.05,4.86,5.25,3.44,4.67,0.7,1.33,1.72,0.29,0.18,0.41
249,2017,50,ID,10,4.75,0.16,8.28,3.25,4.69,5.21,3.46,4.64,0.74,1.39,1.66,0.27,0.27,0.44
250,2017,51,ID,10,5.22,0.19,9.61,3.57,4.73,4.67,3.82,4.98,0.59,1.4,1.67,0.3,0.23,0.35
251,2017,52,ID,10,5.92,0.23,11.84,3.94,5.24,5.23,4.42,5.4,0.7,1.61,1.77,0.19,0.13,0.37
252,2017,34,IL,5,2.99,0.1,4.04,1.86,4.25,4.61,2.51,4.12,0.63,1.2,1.59,0.23,0.19,0.45
253,2017,35,IL,5,3.27,0.1,4.95,2.31,4.01,4.72,2.56,4.25,0.63,1.23,1.52,0.24,0.19,0.45
254,2017,36,IL,5,3.4,0.12,5.9,2.47,3.92,4.61,2.79,3.94,0.69,1.21,1.49,0.25,0.23,0.44
255,2017,37,IL,5,3.35,0.13,5.78,2.28,4.0,5.21,2.54,4.03,0.69,1.24,1.51,0.27,0.19,0.46
256,2017,38,IL,5,3.42,0.13,5.53,2.15,4.21,5.23,2.59,4.17,0.69,1.27,1.61,0.28,0.2,0.48
257,2017,39,IL,5,3.3,0.12,5.43,2.03,4.13,5.11,2.56,4.09,0.7,1.28,1.55,0.26,0.21,0.46
258,2017,40,IL,5,3.25,0.12,5.31,1.98,4.0,5.09,2.52,4.01,0.72,1.34,1.54,0.28,0.21,0.49
259,2017,41,IL,5,3.23,0.11,5.44,2.01,4.11,4.92,2.63,3.99,0.71,1.31,1.52,0.29,0.2,0.46
260,2017,42,IL,5,3.43,0.12,5.88,2.2,4.26,5.04,2.65,3.98,0.74,1.37,1.58,0.28,0.21,0.46
261,2017,43,IL,5,3.48,0.1,6.21,2.29,4.16,4.91,2.73,4.09,0.73,1.36,1.56,0.28,0.23,0.46
262,2017,44,IL,5,3.53,0.12,6.71,2.45,4.26,4.82,2.72,3.87,0.69,1.34,1.53,0.28,0.22,0.45
263,2017,45,IL,5,3.67,0.11,6.99,2.61,4.51,4.76,2.75,3.94,0.71,1.33,1.57,0.28,0.22,0.46
264,2017,46,IL,5,3.64,0.12,7.05,2.65,4.39,4.7,2.81,3.98,0.69,1.33,1.57,0.31,0.22,0.43
265,2017,47,IL,5,3.58,0.11,7.1,2.74,4.16,4.33,2.95,4.05,0.66,1.32,1.47,0.28,0.19,0.38
266,2017,48,IL,5,3.93,0.14,7.79,2.84,4.55,4.81,3.11,4.23,0.7,1.32,1.55,0.31,0.21,0.45
267,2017,49,IL,5,3.98,0.14,7.64,2.73,4.17,4.65,3.28,4.28,0.66,1.29,1.46,0.29,0.2,0.44
268,2017,50,IL,5,4.45,0.17,8.08,2.84,4.11,4.53,3.38,4.4,0.66,1.27,1.45,0.28,0.19,0.43
269,2017,51,IL,5,5.12,0.23,9.19,3.17,4.08,4.34,3.67,4.68,0.62,1.3,1.43,0.23,0.18,0.37
270,2017,52,IL,5,6.17,0.28,12.01,3.67,4.42,4.37,4.16,5.15,0.66,1.42,1.48,0.22,0.17,0.34
271,2017,34,IN,5,3.23,0.12,4.58,2.08,4.26,4.83,2.52,4.1,0.61,1.31,1.54,0.23,0.21,0.43
272,2017,35,IN,5,3.48,0.12,5.33,2.25,4.08,4.89,2.56,4.18,0.67,1.31,1.51,0.25,0.21,0.43
273,2017,36,IN,5,3.26,0.11,5.64,2.17,4.03,4.87,2.77,4.0,0.69,1.37,1.48,0.25,0.23,0.44
274,2017,37,IN,5,3.33,0.11,5.35,2.03,4.14,5.3,2.59,4.18,0.71,1.39,1.53,0.26,0.21,0.45
275,2017,38,IN,5,3.37,0.13,5.21,1.95,4.41,5.41,2.64,4.3,0.73,1.4,1.67,0.26,0.22,0.47
276,2017,39,IN,5,3.32,0.1,5.37,2.01,4.3,5.27,2.69,4.28,0.69,1.4,1.6,0.28,0.21,0.46
277,2017,40,IN,5,3.29,0.12,5.28,1.94,4.2,5.24,2.6,4.15,0.71,1.46,1.6,0.27,0.2,0.47
278,2017,41,IN,5,3.31,0.11,5.43,1.99,4.36,5.28,2.76,4.34,0.73,1.47,1.66,0.29,0.22,0.43
279,2017,42,IN,5,3.43,0.12,5.75,2.07,4.44,5.31,2.82,4.23,0.72,1.49,1.6,0.28,0.23,0.43
280,2017,43,IN,5,3.44,0.11,6.02,2.1,4.32,5.14,2.83,4.42,0.72,1.46,1.58,0.28,0.22,0.46
281,2017,44,IN,5,3.49,0.1,6.17,2.27,4.32,4.99,2.8,4.09,0.7,1.42,1.54,0.28,0.24,0.44
282,2017,45,IN,5,3.6,0.14,6.51,2.42,4.57,4.97,2.76,4.14,0.7,1.4,1.54,0.26,0.25,0.45
283,2017,46,IN,5,3.69,0.11,6.99,2.63,4.52,4.92,2.81,4.12,0.71,1.45,1.59,0.29,0.24,0.43
284,2017,47,IN,5,3.58,0.11,7.16,2.66,4.28,4.34,2.9,4.1,0.68,1.39,1.48,0.27,0.2,0.33
285,2017,48,IN,5,3.94,0.12,7.55,2.77,4.68,4.94,3.08,4.32,0.71,1.41,1.55,0.29,0.23,0.43
286,2017,49,IN,5,3.93,0.13,7.52,2.63,4.26,4.79,3.17,4.38,0.68,1.42,1.45,0.29,0.22,0.4
287,2017,50,IN,5,4.2,0.16,7.84,2.7,4.21,4.75,3.27,4.45,0.69,1.38,1.45,0.28,0.23,0.42
288,2017,51,IN,5,4.84,0.21,9.16,2.98,4.2,4.43,3.71,4.89,0.66,1.47,1.47,0.24,0.19,0.35
289,2017,52,IN,5,5.84,0.24,11.69,3.33,4.62,4.52,4.11,5.21,0.69,1.55,1.49,0.23,0.19,0.33
290,2017,34,IA,7,3.05,0.07,3.88,1.73,4.47,5.0,2.66,4.6,0.66,1.37,1.7,0.2,0.18,0.43
291,2017,35,IA,7,3.4,0.1,4.68,2.23,4.3,5.06,2.7,4.81,0.66,1.35,1.67,0.23,0.22,0.44
292,2017,36,IA,7,3.66,0.12,5.96,2.62,4.23,5.05,3.06,4.58,0.74,1.33,1.57,0.26,0.18,0.43
293,2017,37,IA,7,3.77,0.14,6.03,2.58,4.34,5.41,2.82,4.78,0.78,1.39,1.71,0.3,0.21,0.51
294,2017,38,IA,7,3.75,0.14,5.9,2.42,4.63,5.55,2.9,4.83,0.76,1.41,1.83,0.28,0.21,0.53
295,2017,39,IA,7,3.79,0.13,5.92,2.26,4.6,5.34,2.88,4.96,0.74,1.39,1.66,0.23,0.24,0.5
296,2017,40,IA,7,3.6,0.13,5.93,2.14,4.5,5.45,2.88,4.75,0.76,1.42,1.71,0.28,0.25,0.47
297,2017,41,IA,7,3.71,0.12,6.26,2.33,4.56,5.28,2.95,4.68,0.75,1.45,1.71,0.32,0.25,0.42
298,2017,42,IA,7,3.93,0.11,6.63,2.51,4.75,5.52,3.07,4.73,0.71,1.45,1.83,0.35,0.23,0.49
299,2017,43,IA,7,3.8,0.12,7.12,2.59,4.65,5.35,3.1,4.64,0.77,1.47,1.76,0.26,0.23,0.44
300,2017,44,IA,7,4.04,0.12,7.32,2.72,4.63,5.35,3.1,4.58,0.73,1.5,1.72,0.28,0.26,0.49
301,2017,45,IA,7,4.04,0.14,7.8,2.92,4.88,5.2,3.14,4.7,0.79,1.44,1.72,0.29,0.26,0.43
302,2017,46,IA,7,4.19,0.09,7.69,2.94,5.01,5.12,3.27,4.8,0.78,1.47,1.73,0.33,0.25,0.46
303,2017,47,IA,7,4.08,0.13,7.72,2.94,4.56,4.61,3.46,4.9,0.71,1.45,1.6,0.31,0.22,0.39
304,2017,48,IA,7,4.39,0.15,8.13,3.1,5.0,5.18,3.59,5.17,0.77,1.44,1.74,0.33,0.24,0.49
305,2017,49,IA,7,4.33,0.14,7.9,2.87,4.67,5.08,3.67,5.27,0.69,1.42,1.65,0.29,0.19,0.47
306,2017,50,IA,7,4.64,0.2,8.36,2.96,4.69,4.89,3.93,5.28,0.73,1.42,1.68,0.3,0.21,0.43
307,2017,51,IA,7,5.02,0.21,8.94,3.24,4.64,4.6,4.11,5.42,0.63,1.44,1.58,0.23,0.25,0.4
308,2017,52,IA,7,5.85,0.21,11.3,3.54,4.94,4.68,4.64,6.04,0.58,1.51,1.63,0.21,0.22,0.35
309,2017,34,KS,7,3.55,0.14,4.09,1.81,4.59,5.08,2.79,4.58,0.71,1.45,1.6,0.25,0.22,0.47
310,2017,35,KS,7,3.78,0.1,5.08,2.42,4.43,5.13,2.89,4.96,0.75,1.39,1.61,0.27,0.21,0.49
311,2017,36,KS,7,3.77,0.12,5.9,2.38,4.34,5.27,3.2,4.59,0.76,1.42,1.67,0.28,0.24,0.48
312,2017,37,KS,7,3.78,0.1,5.88,2.19,4.46,5.58,2.98,5.19,0.76,1.46,1.73,0.27,0.26,0.53
313,2017,38,KS,7,3.6,0.1,5.33,2.03,4.58,5.64,2.94,4.88,0.74,1.38,1.73,0.31,0.23,0.49
314,2017,39,KS,7,3.56,0.14,5.4,2.13,4.48,5.57,2.84,4.82,0.78,1.47,1.78,0.28,0.22,0.55
315,2017,40,KS,7,3.58,0.14,5.49,2.01,4.53,5.47,2.91,4.67,0.77,1.45,1.74,0.31,0.21,0.49
316,2017,41,KS,7,3.71,0.13,5.94,2.24,4.49,5.22,3.08,4.62,0.78,1.45,1.75,0.35,0.23,0.48
317,2017,42,KS,7,3.9,0.1,6.46,2.39,4.62,5.5,3.13,4.62,0.8,1.56,1.75,0.29,0.23,0.52
318,2017,43,KS,7,3.96,0.13,6.88,2.41,4.65,5.33,3.21,4.64,0.83,1.48,1.74,0.3,0.27,0.48
319,2017,44,KS,7,3.92,0.15,7.18,2.59,4.51,5.13,3.27,4.91,0.74,1.4,1.64,0.28,0.28,0.47
320,2017,45,KS,7,4.09,0.14,8.01,2.73,4.88,5.16,3.34,4.57,0.79,1.47,1.71,0.27,0.25,0.48
321,2017,46,KS,7,4.27,0.16,8.12,2.87,5.0,5.3,3.42,4.81,0.75,1.49,1.76,0.3,0.24,0.45
322,2017,47,KS,7,4.12,0.12,8.17,2.91,4.62,4.62,3.46,4.64,0.7,1.4,1.61,0.28,0.19,0.4
323,2017,48,KS,7,4.32,0.15,8.12,2.87,4.98,5.09,3.5,4.81,0.75,1.43,1.67,0.39,0.24,0.46
324,2017,49,KS,7,4.27,0.13,8.01,2.86,4.59,4.92,3.77,4.79,0.71,1.39,1.59,0.31,0.23,0.43
325,2017,50,KS,7,4.66,0.15,8.53,2.93,4.51,4.92,3.78,4.87,0.71,1.45,1.58,0.31,0.21,0.41
326,2017,51,KS,7,5.26,0.2,10.01,3.31,4.61,4.49,4.19,5.25,0.69,1.41,1.55,0.22,0.21,0.37
327,2017,52,KS,7,6.05,0.18,12.12,3.61,4.95,4.62,4.56,5.64,0.69,1.54,1.62,0.2,0.18,0.3
328,2017,34,KY,4,4.1,0.09,4.85,2.22,4.96,5.44,2.88,4.64,0.75,1.63,1.75,0.23,0.24,0.48
329,2017,35,KY,4,3.71,0.11,5.87,2.68,4.58,5.33,3.05,4.62,0.81,1.65,1.72,0.25,0.21,0.5
330,2017,36,KY,4,3.58,0.1,6.34,2.5,4.52,5.29,3.22,4.61,0.83,1.64,1.68,0.25,0.24,0.49
331,2017,37,KY,4,3.7,0.14,6.4,2.3,4.81,5.64,3.01,4.79,0.85,1.59,1.71,0.3,0.23,0.5
332,2017,38,KY,4,3.63,0.12,6.12,2.23,4.82,5.85,3.13,4.83,0.86,1.74,1.79,0.29,0.24,0.55
333,2017,39,KY,4,3.63,0.15,6.17,2.27,4.74,5.73,3.06,4.86,0.81,1.67,1.74,0.29,0.28,0.54
334,2017,40,KY,4,3.61,0.12,6.0,2.2,4.74,5.8,3.15,4.76,0.83,1.74,1.77,0.32,0.22,0.45
335,2017,41,KY,4,3.51,0.13,6.03,2.18,5.07,5.87,3.29,4.85,0.87,1.82,1.86,0.3,0.26,0.51
336,2017,42,KY,4,3.62,0.12,6.15,2.24,4.84,5.68,3.2,4.67,0.86,1.71,1.8,0.28,0.28,0.47
337,2017,43,KY,4,3.73,0.12,6.82,2.38,4.65,5.51,3.3,4.86,0.84,1.73,1.71,0.3,0.25,0.5
338,2017,44,KY,4,3.87,0.17,7.28,2.68,4.82,5.5,3.36,4.69,0.88,1.72,1.74,0.3,0.26,0.46
339,2017,45,KY,4,3.98,0.16,7.76,2.81,5.21,5.37,3.34,4.66,0.84,1.73,1.77,0.28,0.28,0.5
340,2017,46,KY,4,4.11,0.14,8.31,2.98,4.95,5.33,3.24,4.6,0.85,1.71,1.74,0.29,0.29,0.44
341,2017,47,KY,4,4.0,0.12,8.45,3.03,4.79,4.79,3.34,4.51,0.81,1.62,1.59,0.28,0.22,0.36
342,2017,48,KY,4,4.3,0.14,9.14,3.16,5.1,5.28,3.55,4.84,0.84,1.68,1.75,0.31,0.25,0.44
343,2017,49,KY,4,4.42,0.16,9.03,2.97,4.8,5.17,3.62,4.71,0.81,1.65,1.61,0.29,0.25,0.42
344,2017,50,KY,4,5.19,0.23,10.23,3.2,4.7,5.08,3.87,4.96,0.76,1.68,1.65,0.29,0.25,0.39
345,2017,51,KY,4,6.41,0.27,12.76,3.66,4.93,5.31,4.54,5.52,0.82,1.81,1.73,0.22,0.22,0.4
346,2017,52,KY,4,6.66,0.26,14.5,3.66,5.21,5.28,4.65,5.59,0.8,1.86,1.67,0.28,0.2,0.41
347,2017,34,LA,6,3.23,0.1,4.93,2.26,4.35,4.73,2.88,4.09,0.69,1.36,1.51,0.23,0.2,0.47
348,2017,35,LA,6,3.39,0.11,5.54,2.45,4.2,4.62,2.85,4.05,0.69,1.43,1.43,0.21,0.2,0.46
349,2017,36,LA,6,3.51,0.12,5.95,2.36,4.23,4.93,3.15,4.14,0.75,1.42,1.53,0.23,0.24,0.45
350,2017,37,LA,6,3.44,0.12,5.88,2.29,4.28,5.32,2.95,4.2,0.81,1.42,1.55,0.25,0.22,0.47
351,2017,38,LA,6,3.51,0.12,5.83,2.2,4.43,5.4,3.02,4.22,0.8,1.47,1.63,0.28,0.24,0.5
352,2017,39,LA,6,3.92,0.12,5.85,2.26,4.39,5.28,3.02,4.26,0.81,1.47,1.58,0.27,0.24,0.51
353,2017,40,LA,6,3.52,0.13,5.65,2.07,4.22,5.12,2.93,4.11,0.74,1.45,1.52,0.26,0.2,0.48
354,2017,41,LA,6,3.5,0.12,5.87,2.14,4.51,5.47,3.19,4.34,0.78,1.5,1.66,0.28,0.26,0.47
355,2017,42,LA,6,3.63,0.14,6.04,2.22,4.3,5.17,3.51,4.52,0.79,1.51,1.53,0.27,0.24,0.45
356,2017,43,LA,6,3.65,0.13,6.55,2.33,4.27,5.19,3.33,4.37,0.76,1.48,1.55,0.29,0.24,0.46
357,2017,44,LA,6,3.88,0.18,7.21,2.62,4.48,5.08,3.29,4.24,0.75,1.51,1.56,0.25,0.27,0.47
358,2017,45,LA,6,4.2,0.16,7.77,2.65,4.7,4.96,3.24,4.3,0.82,1.48,1.64,0.25,0.23,0.47
359,2017,46,LA,6,4.24,0.18,8.16,2.72,4.5,4.9,3.15,4.16,0.79,1.46,1.61,0.26,0.23,0.44
360,2017,47,LA,6,4.07,0.16,8.64,2.77,4.31,4.3,3.21,4.04,0.69,1.37,1.39,0.24,0.23,0.34
361,2017,48,LA,6,4.43,0.16,8.77,2.85,4.58,4.83,3.25,4.17,0.82,1.46,1.53,0.28,0.2,0.43
362,2017,49,LA,6,4.27,0.15,8.66,2.6,4.29,4.47,3.1,3.76,0.71,1.41,1.43,0.26,0.21,0.37
363,2017,50,LA,6,5.41,0.23,10.58,3.06,4.29,4.67,3.3,3.86,0.72,1.41,1.43,0.24,0.21,0.37
364,2017,51,LA,6,6.93,0.37,13.3,3.47,4.42,4.83,3.67,4.02,0.71,1.46,1.5,0.23,0.2,0.36
365,2017,52,LA,6,6.88,0.32,15.2,3.71,4.66,4.83,3.81,4.33,0.73,1.54,1.43,0.23,0.17,0.29
366,2017,34,ME,1,2.13,0.09,2.97,1.24,3.32,3.84,2.05,3.45,0.5,1.0,1.44,0.22,0.18,0.45
367,2017,35,ME,1,2.25,0.07,3.1,1.15,3.31,3.79,2.02,3.32,0.47,1.0,1.29,0.18,0.22,0.34
368,2017,36,ME,1,2.39,0.0,3.52,1.37,3.27,3.78,2.18,3.21,0.52,1.01,1.37,0.2,0.18,0.33
369,2017,37,ME,1,2.71,0.05,4.25,1.67,3.31,4.49,2.07,3.37,0.56,1.1,1.5,0.24,0.19,0.45
370,2017,38,ME,1,2.86,0.07,4.66,1.75,3.66,4.39,2.22,3.42,0.64,1.11,1.48,0.26,0.22,0.35
371,2017,39,ME,1,2.65,0.09,4.58,1.66,3.38,4.27,2.0,3.46,0.67,1.08,1.39,0.19,0.18,0.4
372,2017,40,ME,1,2.52,0.1,4.69,1.6,3.42,4.22,2.08,3.41,0.63,1.13,1.4,0.3,0.21,0.48
373,2017,41,ME,1,2.65,0.06,4.77,1.52,3.66,4.25,2.23,3.33,0.67,1.17,1.41,0.25,0.19,0.35
374,2017,42,ME,1,2.81,0.0,4.82,1.57,3.66,4.31,2.23,3.42,0.63,1.22,1.37,0.26,0.16,0.4
375,2017,43,ME,1,2.95,0.1,4.92,1.71,3.75,4.4,2.3,3.48,0.63,1.12,1.49,0.2,0.16,0.42
376,2017,44,ME,1,2.65,0.09,4.83,1.59,3.39,3.62,2.05,3.07,0.58,1.02,1.21,0.23,0.19,0.31
377,2017,45,ME,1,2.92,0.08,5.45,1.81,3.65,4.08,2.15,3.28,0.6,1.12,1.33,0.2,0.22,0.43
378,2017,46,ME,1,3.26,0.1,5.8,1.9,3.61,4.05,2.12,3.21,0.63,1.07,1.31,0.26,0.18,0.36
379,2017,47,ME,1,2.79,0.06,5.68,1.87,3.35,3.45,2.13,3.11,0.59,1.05,1.22,0.21,0.15,0.31
380,2017,48,ME,1,2.97,0.06,5.87,1.93,3.57,3.96,2.2,3.4,0.62,1.13,1.3,0.31,0.17,0.32
381,2017,49,ME,1,3.0,0.12,5.89,1.98,3.39,3.81,2.38,3.36,0.64,1.14,1.2,0.28,0.16,0.35
382,2017,50,ME,1,2.98,0.11,5.78,1.91,3.26,3.69,2.23,3.21,0.58,1.03,1.21,0.21,0.19,0.32
383,2017,51,ME,1,2.94,0.09,5.92,1.96,3.15,3.33,2.31,3.32,0.43,1.03,1.19,0.26,0.15,0.34
384,2017,52,ME,1,3.36,0.17,6.91,2.23,3.31,3.41,2.62,3.38,0.5,1.11,1.16,0.16,0.09,0.22
385,2017,34,MD,3,3.25,0.11,4.23,1.84,4.79,5.03,2.87,4.5,0.66,1.34,1.74,0.26,0.19,0.45
386,2017,35,MD,3,3.12,0.1,4.52,1.84,4.38,4.92,2.79,4.27,0.68,1.34,1.62,0.26,0.21,0.45
387,2017,36,MD,3,3.23,0.12,5.14,2.06,4.23,4.9,3.01,4.09,0.69,1.32,1.55,0.27,0.24,0.47
388,2017,37,MD,3,3.72,0.14,5.95,2.55,4.48,5.51,2.81,4.2,0.72,1.32,1.65,0.29,0.22,0.51
389,2017,38,MD,3,3.95,0.15,6.7,2.64,4.66,5.49,2.87,4.26,0.78,1.42,1.69,0.3,0.23,0.52
390,2017,39,MD,3,3.73,0.14,6.5,2.39,4.53,5.4,2.9,4.32,0.77,1.39,1.66,0.3,0.24,0.52
391,2017,40,MD,3,3.53,0.14,6.18,2.17,4.48,5.34,2.83,4.22,0.76,1.39,1.65,0.31,0.23,0.48
392,2017,41,MD,3,3.56,0.12,6.03,2.06,4.58,5.42,2.92,4.3,0.79,1.42,1.75,0.32,0.2,0.5
393,2017,42,MD,3,3.8,0.12,6.41,2.2,4.5,5.38,2.92,4.23,0.76,1.46,1.7,0.32,0.22,0.5
394,2017,43,MD,3,3.92,0.12,6.67,2.25,4.64,5.4,3.07,4.36,0.81,1.46,1.69,0.34,0.23,0.48
395,2017,44,MD,3,3.8,0.13,6.93,2.41,4.59,5.2,2.98,4.1,0.77,1.42,1.67,0.29,0.23,0.49
396,2017,45,MD,3,3.97,0.12,7.41,2.59,4.77,5.04,2.94,4.1,0.76,1.43,1.64,0.32,0.23,0.46
397,2017,46,MD,3,4.17,0.14,8.08,2.73,4.83,5.14,3.02,4.14,0.77,1.4,1.69,0.32,0.23,0.45
398,2017,47,MD,3,3.85,0.12,8.27,2.83,4.42,4.61,3.06,4.12,0.75,1.36,1.57,0.29,0.19,0.4
399,2017,48,MD,3,4.29,0.13,8.78,2.99,4.93,5.11,3.28,4.42,0.76,1.43,1.66,0.35,0.22,0.47
400,2017,49,MD,3,4.23,0.15,8.5,2.79,4.6,5.02,3.42,4.37,0.74,1.43,1.6,0.32,0.23,0.45
401,2017,50,MD,3,4.32,0.14,8.59,2.83,4.5,4.73,3.54,4.44,0.72,1.4,1.6,0.31,0.19,0.41
402,2017,51,MD,3,4.6,0.17,9.18,3.07,4.47,4.7,3.91,4.73,0.71,1.43,1.58,0.28,0.21,0.4
